Event Label
2012-12-01/15:16:52/53.34579668289715/-6.283373205337039
2012-12-02/19:23:41/53.34462739358378/-6.266102765556907
2012-12-06/07:24:16/53.29469683133098/-6.141244877744699
2013-01-19/16:25:02/53.35555830509714/-6.26575618051576
2013-01-21/10:59:06/53.35489487746111/-6.261618956929317
2013-02-22/19:48:11/53.34461589814475/-6.265633553272361
2013-02-24/15:02:41/53.3350423397993/-6.268541822215792
2013-03-06/19:53:27/53.40489604047414/-6.261121551114877
2013-03-15/23:28:57/43.50906276619936/-79.62715542321534
2013-03-25/18:22:44/53.36202381278392/-6.26052439034405
2013-04-04/13:33:32/53.34927588973282/-6.263816102309162
2012-11-18/18:34:08/53.34124065015966/-6.26314575910293
2012-11-19/09:28:59/53.3421378797155/-6.257399047141283
2012-11-21/03:02:08/53.16100645596678/-6.908388481595283
2012-11-21/12:04:38/53.34240521229172/-6.257809127848733
2012-11-21/22:20:49/53.34155400051444/-6.314658549086464
2012-11-22/18:50:20/53.39177883351749/-6.29359010398091
2012-11-22/18:53:17/52.68244579904962/-7.796644074849595
2012-11-22/18:56:15/53.3949954947954/-6.125520570209367
2012-11-22/20:07:41/53.38545014155412/-6.415025386965288
2012-11-23/09:44:51 PM/53.30891588441829/-6.293441080735155
2012-11-23/17:24:40/53.34123922595462/-6.253483730092419
2012-11-25/21:24:52/53.32017619004746/-6.373701726783015
2012-11-27/23:02:21/53.37600905918831/-6.23147210106834
2012-11-28/16:13:47/53.37498608981574/-6.30874377675942
2012-11-28/17:23:40/53.79239292354676/-9.299543621027189
2012-12-02/12:52:24/53.15210302830967/-6.91904598847676
2012-12-02/14:23:30/53.34224148904957/-6.319427644304038
2012-12-05/00:25:02/53.30046338499831/-6.368638677528471
2012-12-05/00:33:57/53.34169650482596/-6.555191381990689
2012-12-06/10:08:38/53.34167667701404/-6.245874648854527
2012-12-09/14:53:55/53.50109648395635/-6.389181789565164
2012-12-13/23:40:31/53.34159995052202/-6.320928676041261
2012-12-14/21:25:24/53.35235645923549/-6.261793397884833
2013-01-06/02:26:31/53.34726710291991/-6.257774070409163
2013-01-12/21:39:10/53.319566981598/-6.256202266557088
2013-01-13/16:44:41/53.31098961119309/-6.27854775001746
2013-01-21/10:59:05/53.35489487746111/-6.261618956929317
2013-01-25/13:29:30/53.21099198458914/-6.130268979374335
2013-02-07/21:41:48/53.28931307413764/-6.338496005803589
2013-02-21/05:50:25 AM/53.38292661034878/-6.161309221551973
2013-02-26/12:03:27/53.39344433979447/-6.206461759289919
2013-03-06/07:26:36/53.33436313851236/-6.292490945925112
2013-03-06/15:57:09/53.34723600787309/-6.260793763118597
2013-03-09/12:45:00/53.35043126654193/-6.239970184237687
2013-03-12/01:51:29 p.m./54.16759671086542/-6.877066133860026
2013-03-29/12:04:09/53.34198545148861/-6.25661730435432
2013-04-04/09:55:30/53.39249075940134/-6.292259404725174
2013-04-10/11:56:24/54.33052300946259/-8.501569340013434
2012-11-15/09:55:23/53.3464912537474/-6.249061447190416
2012-11-20/18:07:50/53.34570136379972/-6.269368469887755
2012-11-20/23:29:14/53.29467666713323/-6.13629216466443
2012-11-21/12:04:35/53.34231842474866/-6.257753521925141
2012-11-21/22:20:45/53.34155400051444/-6.314658549086464
2012-11-22/10:07:18/53.34206323464584/-6.25782299748948
2012-11-22/10:25:35/53.34118461816428/-6.260655008592408
2012-11-22/10:29:57/53.34024507091691/-6.2616474554001
2012-11-22/10:30:37/53.34024507091691/-6.2616474554001
2012-11-22/12:51:47/53.40263726979418/-6.406738393217132
2012-11-22/12:58:25/53.40263748168975/-6.406738281249897
2012-11-22/15:30:34/53.32876742627641/-6.233631095970465
2012-11-22/16:21:59/53.29183566381545/-6.432466600268032
2012-11-22/18:43:39/53.39271886706555/-6.668911304759238
2012-11-22/18:52:31/53.3875542574934/-6.206548722879137
2012-11-22/19:08:29/53.32239253942122/-6.210418465607764
2012-11-22/19:17:51/53.31844621342916/-6.481950441381412
2012-11-22/19:49:16/53.38769683838451/-6.228853923535629
2012-11-22/19:54:19/53.3860775777901/-6.414866701548153
2012-11-22/20:11:46/53.38237885564626/-6.290775378784515
2012-11-22/20:14:40/53.27768019990506/-6.482181369743761
2012-11-22/21:13:03/53.38904282184173/-6.385734255558545
2012-11-22/21:35:58/53.97638370287975/-6.731695448986004
2012-11-22/23:29:36/52.50405981023074/-6.575663266641847
2012-11-23/08:14:44/53.38401922464442/-6.165700471460608
2012-11-23/09:44:48 PM/53.30891588441829/-6.293441080735155
2012-11-23/09:44:49 PM/53.30891588441829/-6.293441080735155
2012-11-23/11:11:08/53.13626116587903/-6.065136432788673
2012-11-23/23:52:33/53.30102404104794/-6.232968106060994
2012-11-24/08:20:31/53.17980600619202/-6.782583185400056
2012-11-24/08:51:13 p.m./54.08511245162607/-6.264990493661039
2012-11-24/13:05:41/53.35972369454102/-6.261392618340266
2012-11-24/22:27:25/53.34085513688848/-6.259210279867872
2012-11-25/08:47:59 PM/53.32856779706763/-6.26316026684529
2012-11-25/09:38:20/53.75620658541309/-6.381178769005547
2012-11-25/12:59:44/53.40418812897752/-6.244967064057089
2012-11-25/13:36:06/53.35252095172794/-6.283947755942059
2012-11-26/08:16:39/53.34548516292597/-6.270217411666402
2012-11-26/15:23:56/53.3980138435707/-6.166446356302935
2012-11-26/18:41:14/53.33126305241337/-6.283632705690747
2012-11-26/19:18:55/53.34769073980753/-6.256844547415906
2012-11-26/21:39:19/53.17985627012424/-6.782970095456532
2012-11-27/08:32:20 a.m./54.21846874063296/-7.189355408779521
2012-11-27/12:07:19/53.34987814077488/-6.251630745833974
2012-11-27/13:48:31/53.26938735733206/-6.246353745696831
2012-11-27/22:29:48/53.38767357003884/-6.149072986698831
2012-11-27/22:34:02/53.38782071376688/-6.148984489502988
2012-11-28/20:45:27/54.25310065436447/-8.475413080121207
2012-11-29/11:33:52/53.10017265975413/-6.066963178613374
2012-11-29/17:17:00/53.33612643305533/-6.288781061623789
2012-11-30/20:47:10/53.39083997354256/-6.144368079931533
2012-11-30/23:16:42/53.39614166480161/-6.377282888864231
2012-12-01/22:33:07/53.43271934980262/-6.128024525485559
2012-12-01/22:36:02/53.43290906404464/-6.128152739262328
2012-12-03/08:37:56/53.34128618059537/-6.269749361513638
2012-12-03/10:32:09/53.34405282495727/-6.265750113856774
2012-12-04/23:12:29/53.32700858733162/-6.231839790020251
2012-12-05/13:38:30/53.31347771475465/-6.60907097715893
2012-12-06/10:08:39/53.34167667701404/-6.245874648854527
2012-12-07/15:57:40/53.34661552687487/-6.278119403874761
2012-12-08/12:23:07/53.34109337275586/-6.2510599981535
2012-12-08/17:31:49/53.38095830300354/-6.245613281421915
2012-12-09/23:24:31/53.33990637523471/-6.414981631663945
2012-12-10/10:35:22/52.96559247032598/-7.712051420732006
2012-12-12/17:55:43/53.38799610375621/-6.140456742590275
2012-12-13/21:09:47/53.33756146786415/-6.250485277467098
2012-12-17/14:30:42/53.34386704061306/-6.26897029583307
2013-01-04/10:49:18/53.33875954865455/-6.243455747895607
2013-01-08/09:55:27/53.40693614034389/-6.352863555723529
2013-01-09/20:35:21/53.42527087855175/-6.135703047978591
2013-01-10/01:48:44/53.36686840886227/-6.274003340195983
2013-01-10/10:39:14/53.27475629611007/-9.052935911084196
2013-01-11/13:23:45/54.27266102166761/-9.334553774629665
2013-01-18/06:20:13/53.34202127267213/-6.225847822962035
2013-01-19/11:21:07/53.4538064379624/-6.247894293018521
2013-01-20/19:12:01/53.09081694116172/-6.111558666458457
2013-01-21/10:59:03/53.35485280030719/-6.261587860068549
2013-01-21/10:59:04/53.35489487746111/-6.261618956929317
2013-01-24/13:59:21/53.35505040573523/-6.26166675415124
2013-01-26/15:58:18/53.34153939409215/-6.319864987353246
2013-02-04/05:38:43/53.33674737836032/-6.392599155472659
2013-02-15/09:33:32/53.35172703841764/-6.261074910074569
2013-02-16/10:40:13/53.25379617873214/-6.208634306504741
2013-02-16/15:03:18/53.3726379232949/-6.205552404697601
2013-02-20/15:37:22/53.34081583661338/-6.349250329664302
2013-02-21/13:50:13/53.34580888242438/-6.264792693768234
2013-03-04/20:50:35/53.3686180258494/-6.306003761977517
2013-03-07/16:42:35/53.34201901851905/-6.25793848020859
2013-03-08/10:49:43 a.m./53.327437481805/-6.292185553394004
2013-03-08/21:40:42/53.35269328299899/-6.28834577733535
2013-03-09/12:44:59/53.35043126654193/-6.239970184237687
2013-03-09/14:56:37/53.34517592685043/-6.264877235414206
2013-03-16/14:39:43/51.56924541831262/0.7037869967184623
2013-03-22/13:02:18/53.35913765855381/-6.261796607047909
2013-03-25/18:21:28/53.36362218076566/-6.267360638386601
2013-03-28/01:14:00 p.m./53.3703610394647/-6.238643992698042
2013-03-29/13:26:59/53.34029133902242/-6.34556706995363
2013-03-29/18:40:15/53.35143905720673/-6.261235794924733
2013-04-02/09:45:01/53.35735297269032/-6.263940689450072
2013-04-02/10:22:29/53.38611005471528/-6.256215160994082
2013-04-02/10:29:51/53.37029481266971/-6.268734306986643
2013-04-02/10:32:11/53.37862913754763/-6.264921484116407
2013-04-02/10:39:27/53.39010771642207/-6.293857942602282
2013-04-03/18:10:12/53.36339837591276/-6.264446094455324
2013-04-04/17:31:00/53.26729117696473/-6.158322196135918
2013-04-11/13:24:24/53.33824032982053/-6.266327099537466
2013-04-13/20:33:20/52.76653252559742/-6.382919638906642
0024-11-30/12:12:30/53.36537432086104/-6.175046521193649
2012-11-15/13:04:23/53.34857549371683/-6.259079573282621
2012-11-19/22:35:52/53.34179043265915/-6.314787674765964
2012-11-20/07:44:18/53.34132219338225/-6.31524373719774
2012-11-20/18:31:55/53.34193980987188/-6.314523858925852
2012-11-20/20:42:08/53.34169857674589/-6.314622173091689
2012-11-20/23:26:33/53.29467152111/-6.136402675346874
2012-11-21/22:20:12/53.34163039160284/-6.314753131044259
2012-11-21/22:20:20/53.34159703551024/-6.314697897718626
2012-11-21/22:20:50/53.34155400051444/-6.314658549086464
2012-11-22/03:17:10 p.m./53.34976544608674/-6.261085364973416
2012-11-22/06:43:59 PM/53.38600608647032/-6.15911323346679
2012-11-22/09:31:49/53.34744510308746/-6.270709624598549
2012-11-22/11:17:15/53.34415157196857/-6.266430954824456
2012-11-22/12:58:05/53.33924822272456/-6.26455293019449
2012-11-22/13:09:49/53.3413976621763/-6.257657934914309
2012-11-22/13:39:22/53.34331076461531/-6.245151436016044
2012-11-22/14:02:43/53.32107863393922/-6.317548798403067
2012-11-22/14:02:45/53.32107863393922/-6.317548798403067
2012-11-22/14:02:48/53.32107863393922/-6.317548798403067
2012-11-22/14:42:16/53.34136803639432/-6.307840459054622
2012-11-22/15:15:02/53.35548211359731/-6.26565207727837
2012-11-22/15:31:53/53.33649838729952/-6.256866941723988
2012-11-22/17:05:59/53.28930930353263/-6.138822293096987
2012-11-22/17:09:40/53.34821967307241/-6.27941304185802
2012-11-22/17:24:49/53.34602302727522/-6.255183451924715
2012-11-22/18:40:34/53.31966486871143/-6.300890515844505
2012-11-22/18:43:34/53.37614847634494/-6.379282559235031
2012-11-22/18:44:39/52.79603959880522/-6.178734442375871
2012-11-22/18:46:51/52.93648653730782/-6.703486858510703
2012-11-22/18:46:57/53.39502776512261/-6.125552840536577
2012-11-22/18:46:59/52.21923826646333/-6.343571737053206
2012-11-22/18:47:24/53.32159986989953/-6.38192324853839
2012-11-22/18:51:17/53.3875542574934/-6.206548722879137
2012-11-22/18:51:41/53.36667226913272/-6.502046572554885
2012-11-22/18:56:07/53.17699463659132/-6.820415538070005
2012-11-22/19:03:10/53.3846525897042/-6.218975705854736
2012-11-22/20:31:37/53.66200705594836/-6.416631635142855
2012-11-22/20:42:05/53.51572680433124/-7.334082815882159
2012-11-22/20:50:01/53.37050517997996/-6.592961560228311
2012-11-22/21:26:03/52.50974898346569/-6.581138258147772
2012-11-22/21:27:06/53.38791059879618/-6.314124941810271
2012-11-22/23:26:57/53.39116653518786/-6.292029330288047
2012-11-22/23:27:00/53.39116653518786/-6.292029330288047
2012-11-22/23:27:01/53.39116653518786/-6.292029330288047
2012-11-22/23:27:02/53.39116856994657/-6.291965289221338
2012-11-22/23:30:15/52.50412798254238/-6.575783901815859
2012-11-22/23:44:31/53.27592842972943/-6.313781127773479
2012-11-22/23:58:15/52.51358146955472/-7.884515534633969
2012-11-23/00:13:29/53.40227247445793/-6.407080386821108
2012-11-23/09:44:47 PM/53.30891588441829/-6.293441080735155
2012-11-23/11:37:29/53.43194366122314/-7.930389298763421
2012-11-23/12:29:12/53.34308633199746/-6.259461520005781
2012-11-23/13:34:24/53.3365033032169/-6.248576084401763
2012-11-23/14:26:28/53.35791437425963/-6.467380430555406
2012-11-23/14:29:50/53.34325777563797/-6.270284982763451
2012-11-23/14:43:24/53.33996859584954/-6.254453632144119
2012-11-23/14:50:45/53.21084164553621/-6.109569054102627
2012-11-23/21:46:06/53.4220722020787/-6.390224868656461
2012-11-24/12:27:59/53.16110121091191/-6.908788383013484
2012-11-24/14:29:05/53.27202818684884/-6.319290096861841
2012-11-24/17:47:42/53.3483726338749/-6.259322150052559
2012-11-24/18:17:43/53.38065665685886/-8.924053721138206
2012-11-24/23:21:27/53.30011812116697/-6.486790614038656
2012-11-25/01:30:26/53.33247897959919/-6.239322064129339
2012-11-25/09:31:55/53.31658756831038/-6.27397798933673
2012-11-25/11:01:21/53.40329068717863/-6.233149738988125
2012-11-25/12:00:34/53.34163734635735/-6.320153339257843
2012-11-25/13:00:37/53.40370626193788/-6.240798728546352
2012-11-25/19:08:01/53.35342099648378/-6.285933969765857
2012-11-25/22:03:10/53.35022792936047/-6.269363801072722
2012-11-26/06:05:21/53.42522218828408/-6.231775525963149
2012-11-26/07:47:20/53.35572945580436/-6.26373082875482
2012-11-26/07:53:27 a.m./53.99255906919068/-6.391195935049855
2012-11-26/08:09:22/53.34691893264785/-6.270219448160264
2012-11-26/12:34:17 p.m./53.26142764655246/-6.308948965749059
2012-11-26/12:37:46 a.m./53.34639839743515/-6.253837952297675
2012-11-26/12:53:57 p.m./53.34863915847568/-6.24355379678685
2012-11-26/13:12:24/53.39699082000265/-6.427688533247919
2012-11-26/16:24:21/53.35059263697397/-6.260522251521867
2012-11-26/16:53:06/28.92067861630306/-13.65205494447322
2012-11-26/17:30:02/53.35040553333333/-6.251591966666666
2012-11-26/18:47:56/53.04518995781282/-7.310217879648231
2012-11-26/20:22:06/53.40260212455255/-6.406859467640364
2012-11-26/21:33:31/53.55123835735908/-6.555053749927252
2012-11-26/23:52:30/53.34185856235599/-6.313714116458907
2012-11-26/23:53:48/53.34185785950783/-6.313716458873062
2012-11-27/19:03:27/53.37430190880617/-6.239094323422013
2012-11-27/21:05:55/53.34929194504078/-6.231336444398212
2012-11-28/18:33:53/53.00105255671727/-7.053987608505477
2012-11-28/23:45:50/53.35688145263418/-6.242389977220227
2012-11-29/20:16:02/53.38323651540859/-6.378603259108316
2012-12-02/12:53:54/53.15435931091491/-6.877966281033007
2012-12-02/15:04:23/53.15010035114449/-6.076482259495407
2012-12-02/17:05:17/53.27665786871218/-6.289836082967693
2012-12-02/19:10:49/53.31533757446391/-6.296933845464171
2012-12-02/23:58:46/53.34132198707695/-6.31099221888045
2012-12-03/08:37:57/53.34125704846036/-6.269750115283716
2012-12-03/15:39:45/53.35400388887095/-6.262988562037081
2012-12-03/21:19:26/53.34210589533051/-6.273669451480986
2012-12-05/11:38:59/53.30022820574199/-6.176083362487333
2012-12-05/12:28:11 p.m./53.45822298936487/-6.385602377046196
2012-12-07/18:53:02/53.31939420667786/-6.380295054993015
2012-12-08/10:42:05/53.34130836948707/-6.257892540405276
2012-12-09/14:32:43/41.92696857353133/-83.41406999210091
2012-12-09/16:53:10/53.52221099199124/-6.082413699483576
2012-12-10/02:32:49/53.18317561178519/-6.796073348997069
2012-12-10/12:15:59/53.33985260131176/-6.26172364597118
2012-12-10/15:38:27/53.29385655937092/-6.250907555228332
2012-12-11/05:31:05 p.m./53.38935637677607/-6.113180423757251
2012-12-12/17:44:28/53.37439131982278/-6.288725762585381
2012-12-13/18:45:33/53.40317891449984/-6.184569234034218
2012-12-14/08:25:41/53.33522884155182/-6.537837010723064
2012-12-17/00:00:51/53.34960788374259/-6.231903500382392
2012-12-17/14:26:39/53.30285473147656/-6.222881359373251
2012-12-19/14:56:24/53.35515636016513/-6.273436276803747
2012-12-20/19:57:19/53.35396732076403/-6.265962134852828
2012-12-23/13:01:54/53.42522661785375/-6.135814469287859
2012-12-23/22:00:22/53.29501233410544/-6.29106510110538
2012-12-24/22:00:25/53.29719537509276/-6.224192156981406
2012-12-25/14:49:15/53.33095665167528/-6.273333918161879
2012-12-26/22:26:16/53.32844366714691/-6.304938246065389
2012-12-31/15:23:34/51.90048496188381/-8.472655759118986
2013-01-02/02:42:51/53.35407358947455/-6.26642421116459
2013-01-03/21:03:46/53.45102927186848/-6.246228609239911
2013-01-04/10:12:05/53.35261604515534/-6.264097633245047
2013-01-04/20:18:02/53.35815620635169/-6.264015417822423
2013-01-05/13:36:16/39.40220709624083/16.02764474406171
2013-01-09/08:10:52/53.28685339545206/-6.161985285585897
2013-01-13/07:20:51 PM/53.70811514999995/-6.323487829999996
2013-01-14/11:18:42/53.30189780838494/-6.181124460835903
2013-01-17/06:08:51 p.m./53.4611000877694/-6.354887708111669
2013-01-19/12:34:56/53.3435934808085/-6.246487104332266
2013-01-21/10:59:04/53.35485280030719/-6.261587860068549
2013-01-21/10:59:07/53.35489487746111/-6.261618956929317
2013-01-21/10:59:07/53.3548988169556/-6.261622644966712
2013-01-22/10:22:40/53.35663751703999/-6.263448223477474
2013-01-22/10:41:27/53.35904345852636/-6.268851868814107
2013-01-23/00:06:52/53.34164877681798/-6.320190458351897
2013-01-24/10:27:30/53.21124414775365/-6.130358332363089
2013-01-25/13:29:46/53.21101076647356/-6.130279856569307
2013-01-25/18:32:15/53.32556425796943/-6.265067661454889
2013-02-03/01:00:46/53.33494895249571/-6.375198860949769
2013-02-05/16:13:28/53.47533429471036/-6.376387258044416
2013-02-07/13:17:36/47.90299572055032/1.897949287669638
2013-02-08/10:59:53/53.10090862652652/-6.091511507846285
2013-02-17/15:12:24/53.35132672035454/-6.241520069769586
2013-02-21/10:14:08/53.34213664715345/-6.257880737212159
2013-02-22/19:48:12/53.34417199255279/-6.264851102611297
2013-02-22/19:48:13/53.34361706865332/-6.26468271017658
2013-02-27/22:26:46/53.37802498948994/-6.262869145046585
2013-02-28/12:10:23/53.40097083763256/-6.200530478069163
2013-02-28/13:38:08/53.40093801268693/-6.200516307732276
2013-03-07/15:32:40/53.34205401341843/-6.257945755104393
2013-03-07/16:03:21/53.34203779867181/-6.257915191012803
2013-03-07/16:03:48/53.34203491967277/-6.257921078845985
2013-03-08/11:07:45 a.m./53.3309792122369/-6.283983383333575
2013-03-08/16:26:44/53.34222602140014/-6.258460680718169
2013-03-09/04:05:36 p.m./53.34591787900308/-6.269355366763594
2013-03-10/14:44:57/53.33063476765388/-6.283227832500341
2013-03-12/09:24:34/53.36825889857355/-6.273740850061439
2013-03-17/11:25:33/53.20462791900334/-6.100551846981796
2013-03-25/16:45:03/53.36348404814052/-6.266371800818072
2013-03-28/09:52:49/53.38682575999811/-6.265136906462835
2013-03-28/16:17:40/53.34201717288544/-6.257983054971563
2013-03-28/16:19:18/53.34202407109782/-6.257952130616086
2013-03-29/18:44:37/53.346083394318/-6.257642748120308
2013-03-31/11:31:10/52.0686172399757/1.124950701723434
2013-04-01/12:40:24/53.40687801538214/-6.353111123091673
2013-04-01/17:26:12/53.34580231462917/-6.296223895630144
2013-04-02/09:15:26/53.29562253920809/-6.169586111284818
2013-04-02/09:41:02/53.33244401432616/-6.235290744569086
2013-04-02/10:27:21/53.38620075573994/-6.255599787303443
2013-04-02/12:58:42/53.35207016491819/-6.261167060463649
2013-04-03/09:41:54/53.38418904454566/-6.283025494151969
2013-04-04/09:53:33/53.3902795644455/-6.289651010298567
2013-04-04/17:48:05/53.32140687943731/-6.206542355365766
2013-04-06/12:01:32/53.38237708094703/-6.243728103475642
2013-04-06/17:44:45/53.34247086522846/-6.263030327532369
2013-04-08/09:52:55/53.26896781026484/-6.125196635756152
2013-04-10/01:38:09 p.m./53.31723215852541/-6.212993539727696
2013-04-10/09:58:35/53.34638847406232/-6.259118089179921
2013-04-10/12:12:55/53.34649809641144/-6.262991409754625
2013-04-12/18:06:07/53.34124577413262/-6.260098925701656
2013-04-12/23:18:34/53.33193250986957/-6.551660060887475
2013-04-13/19:09:52/53.34334247772279/-6.261860969529196
2012-11-15/12:41:10/53.34483206742755/-6.270221304154275
2012-11-15/23:38:23/53.37256681003126/-6.335556810070817
2012-11-16/19:48:33/53.34143894539038/-6.315083112209285
2012-11-19/22:35:54/53.34179043265915/-6.314787674765964
2012-11-20/10:43:00/53.34567839548274/-6.266767278321327
2012-11-20/12:10:36/53.31517025546236/-6.221938385316401
2012-11-20/14:52:00/53.34137496384123/-6.273096522018022
2012-11-20/15:51:30/53.3450320177277/-6.270210742956279
2012-11-20/17:08:31/53.34093163299337/-6.253749713382664
2012-11-20/18:10:40/53.34570315292235/-6.269444090914833
2012-11-20/18:22:24/53.34272824687017/-6.307896304187153
2012-11-20/20:42:09/53.34169857674589/-6.314622173091689
2012-11-20/23:27:27/53.29475250015395/-6.136292107788448
2012-11-21/12:04:36/53.34231842474866/-6.257753521925141
2012-11-21/12:04:39/53.34240521229172/-6.257809127848733
2012-11-21/12:04:40/53.34240521229172/-6.257809127848733
2012-11-21/12:07:44/53.34205799431166/-6.257893324740937
2012-11-21/13:44:10/53.34651972505577/-6.271670058828058
2012-11-21/22:20:26/53.34159703551024/-6.314697897718626
2012-11-21/22:20:35/53.34159703551024/-6.314697897718626
2012-11-21/22:20:41/53.34155400051444/-6.314658549086464
2012-11-21/22:20:44/53.34155400051444/-6.314658549086464
2012-11-21/22:20:47/53.34155400051444/-6.314658549086464
2012-11-22/05:41:10 PM/53.33376670180085/-6.261406510403984
2012-11-22/06:45:54 p.m./53.16663376577726/-6.533812071891076
2012-11-22/06:46:28 p.m./53.8245641049002/-6.40100346124627
2012-11-22/07:40:16 p.m./53.31652016548836/-6.414878524259773
2012-11-22/10:27:31/53.34003900182744/-6.260830387478937
2012-11-22/10:37:40/53.33988485862812/-6.261098524561395
2012-11-22/10:38:01/53.33996100821843/-6.260743634781112
2012-11-22/10:40:14/53.33986195340191/-6.260641022903939
2012-11-22/11:19:36/53.34612013466097/-6.255005125077843
2012-11-22/11:29:33/53.34552079360897/-6.270362294157695
2012-11-22/11:31:26/41.4350866906972/-72.90900615083898
2012-11-22/11:41:08/53.37403544201121/-6.222546993487962
2012-11-22/12:29:35/53.29113052544069/-6.139422689109654
2012-11-22/12:58:03/53.33920451956404/-6.26470940756554
2012-11-22/12:58:04/53.33920451956404/-6.26470940756554
2012-11-22/12:58:06/53.33924822272456/-6.26455293019449
2012-11-22/12:58:07/53.33926050544409/-6.264508952401466
2012-11-22/12:58:08/53.33866290119506/-6.266133093741345
2012-11-22/13:13:41/53.38314730714269/-6.41928157272862
2012-11-22/13:39:17/53.33423563918355/-6.348275425961404
2012-11-22/14:12:35/53.27703946840105/-6.249271536858329
2012-11-22/14:15:26/53.34511966688989/-6.270535582741817
2012-11-22/14:16:22/53.37939478000115/-6.264849730002472
2012-11-22/14:42:17/53.34136803639432/-6.307840459054622
2012-11-22/15:14:00/53.35556807001434/-6.265699435031289
2012-11-22/15:31:36/53.35553328999998/-6.260939440158247
2012-11-22/15:33:28/53.35611513046749/-6.256023526112285
2012-11-22/15:46:11/53.34348208908552/-6.246176998323972
2012-11-22/16:02:40/53.28184937737722/-6.427057976431545
2012-11-22/16:18:12/53.29955087999999/-6.423658759999992
2012-11-22/16:23:34/53.33471079560494/-6.27940931887647
2012-11-22/16:30:34/53.33474071701367/-6.279375348245985
2012-11-22/18:37:48/53.58281030802157/-6.189482140366252
2012-11-22/18:42:55/53.27043876394274/-6.344969442814981
2012-11-22/18:43:18/53.36967085072929/-6.205324266237807
2012-11-22/18:43:24/53.39062955613971/-6.287806050289357
2012-11-22/18:47:40/53.37572542716095/-6.332738423388977
2012-11-22/18:48:37/53.31835301968656/-6.273316453483609
2012-11-22/18:49:36/53.35537062068481/-6.234275996185391
2012-11-22/18:55:40/53.28656693908083/-6.187033999793961
2012-11-22/18:57:00/53.45149618578465/-6.237205993389932
2012-11-22/18:58:57/53.36142249383582/-6.307544419263195
2012-11-22/19:00:16/53.39499608152862/-6.125524928799016
2012-11-22/19:00:35/53.38576336970034/-6.415050892974284
2012-11-22/19:03:30/53.38463055906201/-6.219108374795149
2012-11-22/19:03:46/53.38460918520892/-6.219163946813176
2012-11-22/19:07:52/53.34717869289261/-7.839174057695236
2012-11-22/19:29:40/53.31464024209188/-6.328574824707349
2012-11-22/19:33:10/53.3145076828574/-6.328913066542082
2012-11-22/19:38:03/51.84938425910677/-8.296391102607629
2012-11-22/19:39:23/53.34117679459644/-6.264915746609966
2012-11-22/19:42:58/53.33741226906032/-6.293601624587162
2012-11-22/20:05:43/53.38589085064782/-6.415117614941548
2012-11-22/20:08:12/53.38338075620428/-6.419156686284237
2012-11-22/20:59:16/53.34937610032333/-6.278792402349047
2012-11-22/21:50:37/53.37318554146367/-6.345588169786681
